Date,Open,High,Low,Close,Adj Close,Volume
2020-06-22,1773.400024,1804.199951,1735.000000,1746.150024,1739.618042,27781693
2020-06-23,1750.000000,1763.750000,1716.099976,1720.900024,1714.462524,17519493
2020-06-24,1735.900024,1772.699951,1711.699951,1727.849976,1721.386475,23807033
2020-06-25,1727.000000,1749.000000,1713.050049,1717.900024,1711.473755,18312025
2020-06-26,1728.800049,1752.000000,1717.000000,1741.650024,1735.134888,14270458
2020-06-29,1728.050049,1739.750000,1715.550049,1723.150024,1716.704102,11824524
2020-06-30,1737.000000,1741.000000,1695.550049,1704.099976,1697.725342,13972563
2020-07-01,1720.000000,1749.000000,1708.050049,1737.599976,1731.099976,13136179
2020-07-02,1743.000000,1767.599976,1735.050049,1760.349976,1760.349976,13286365
2020-07-03,1779.800049,1793.000000,1768.000000,1787.900024,1787.900024,13583909
2020-07-06,1805.000000,1858.000000,1792.099976,1851.800049,1851.800049,21697962
2020-07-07,1860.000000,1864.349976,1806.300049,1823.449951,1823.449951,16239990
2020-07-08,1824.050049,1834.949951,1790.000000,1798.000000,1798.000000,12093186
2020-07-09,1809.000000,1835.000000,1786.250000,1824.250000,1824.250000,16807336
2020-07-10,1828.500000,1884.599976,1824.250000,1878.050049,1878.050049,20195218
2020-07-13,1903.349976,1947.699951,1900.000000,1935.000000,1935.000000,32124262
2020-07-14,1934.000000,1941.699951,1887.300049,1917.000000,1917.000000,31073305
2020-07-15,1937.949951,1978.800049,1798.000000,1844.000000,1844.000000,64457578
2020-07-16,1847.000000,1869.000000,1812.449951,1843.400024,1843.400024,28133826
2020-07-17,1845.000000,1920.000000,1838.000000,1911.699951,1911.699951,22948894
2020-07-20,1917.800049,1932.000000,1899.650024,1919.900024,1919.900024,16887635
2020-07-21,1939.000000,1977.000000,1936.500000,1971.550049,1971.550049,19463004
2020-07-22,1983.000000,2010.000000,1960.699951,2004.000000,2004.000000,27584518
2020-07-23,2003.949951,2079.699951,1991.349976,2057.800049,2057.800049,26921017
2020-07-24,2058.000000,2163.000000,2057.800049,2146.149902,2146.149902,55655668
2020-07-27,2178.800049,2198.800049,2127.899902,2156.199951,2156.199951,37060665
2020-07-28,2156.199951,2194.000000,2150.649902,2177.699951,2177.699951,25435297
2020-07-29,2177.899902,2182.800049,2070.449951,2096.649902,2096.649902,33534147
2020-07-30,2099.000000,2139.699951,2072.000000,2108.850098,2108.850098,33623699
2020-07-31,2114.500000,2129.000000,2052.800049,2067.100098,2067.100098,34593133
2020-08-03,2051.300049,2057.000000,2003.099976,2009.000000,2009.000000,21559142
2020-08-04,2020.599976,2167.000000,2000.250000,2150.600098,2150.600098,42476932
2020-08-05,2169.000000,2196.000000,2118.300049,2126.449951,2126.449951,34404810
2020-08-06,2157.000000,2167.699951,2107.800049,2134.100098,2134.100098,22762545
2020-08-07,2129.800049,2157.800049,2120.199951,2146.449951,2146.449951,15222303
2020-08-10,2159.100098,2165.000000,2108.100098,2119.850098,2119.850098,12441573
2020-08-11,2134.800049,2160.000000,2100.350098,2133.800049,2133.800049,21611256
2020-08-12,2121.000000,2145.000000,2106.800049,2127.600098,2127.600098,13967116
2020-08-13,2128.000000,2138.899902,2110.000000,2122.050049,2122.050049,11459190
2020-08-14,2122.550049,2157.000000,2089.250000,2113.800049,2113.800049,15333164
2020-08-17,2105.000000,2105.000000,2070.100098,2091.350098,2091.350098,14296834
2020-08-18,2085.000000,2134.300049,2082.350098,2118.550049,2118.550049,14097746
2020-08-19,2141.000000,2154.000000,2121.350098,2131.550049,2131.550049,15731396
2020-08-20,2120.000000,2123.899902,2088.000000,2097.050049,2097.050049,10401212
2020-08-21,2118.000000,2122.000000,2077.000000,2081.850098,2081.850098,11667129
2020-08-24,2091.399902,2104.500000,2070.500000,2095.750000,2095.750000,15098991
2020-08-25,2106.000000,2111.300049,2078.000000,2082.100098,2082.100098,8947563
2020-08-26,2085.000000,2147.949951,2047.000000,2137.300049,2137.300049,27630190
2020-08-27,2148.000000,2150.000000,2103.250000,2110.600098,2110.600098,12961252
2020-08-28,2120.000000,2132.899902,2106.250000,2116.149902,2116.149902,12537520
2020-08-31,2174.000000,2174.000000,2060.350098,2080.699951,2080.699951,28648125
2020-09-01,2100.000000,2122.399902,2062.399902,2087.250000,2087.250000,17821397
2020-09-02,2092.000000,2138.000000,2085.000000,2128.199951,2128.199951,12437162
2020-09-03,2128.000000,2138.750000,2103.000000,2112.100098,2112.100098,8577634
2020-09-04,2083.550049,2096.949951,2072.199951,2077.250000,2077.250000,13141644
2020-09-07,2084.000000,2105.750000,2044.250000,2082.649902,2082.649902,10119064
2020-09-08,2092.000000,2121.000000,2080.500000,2107.100098,2107.100098,12643749
2020-09-09,2085.000000,2167.800049,2081.449951,2161.350098,2161.350098,25525961
2020-09-10,2183.100098,2344.949951,2175.350098,2314.000000,2314.000000,64750460
2020-09-11,2312.000000,2337.850098,2287.100098,2319.750000,2319.750000,27445768
2020-09-14,2325.000000,2360.000000,2282.000000,2302.550049,2302.550049,20335273
2020-09-15,2311.949951,2325.750000,2288.149902,2318.850098,2318.850098,12542824
2020-09-16,2320.000000,2369.350098,2310.550049,2324.550049,2324.550049,15668979
2020-09-17,2320.000000,2333.699951,2291.850098,2298.750000,2298.750000,11919927
2020-09-18,2314.250000,2319.449951,2276.550049,2305.699951,2305.699951,15264068
2020-09-21,2300.000000,2336.000000,2247.350098,2255.850098,2255.850098,15519031
2020-09-22,2277.000000,2277.000000,2201.550049,2211.149902,2211.149902,16056620
2020-09-23,2260.000000,2276.750000,2205.300049,2230.800049,2230.800049,19839282
2020-09-24,2207.899902,2226.000000,2176.050049,2181.199951,2181.199951,13764841
2020-09-25,2189.000000,2212.800049,2167.300049,2201.699951,2201.699951,13095028
2020-09-28,2227.000000,2238.000000,2207.050049,2216.250000,2216.250000,9076248
2020-09-29,2225.000000,2264.000000,2216.250000,2245.050049,2245.050049,11926328
2020-09-30,2260.000000,2267.000000,2225.000000,2234.350098,2234.350098,11290667
2020-10-01,2263.800049,2263.800049,2214.000000,2225.250000,2225.250000,9591456
2020-10-05,2244.000000,2249.149902,2206.000000,2212.199951,2212.199951,8732869
2020-10-06,2225.250000,2233.899902,2201.649902,2210.350098,2210.350098,8497216
2020-10-07,2235.000000,2309.000000,2220.000000,2257.500000,2257.500000,24538346
2020-10-08,2259.000000,2268.000000,2222.100098,2239.250000,2239.250000,9727405
2020-10-09,2235.000000,2253.000000,2217.100098,2233.449951,2233.449951,8558745
2020-10-12,2235.000000,2255.750000,2226.250000,2237.050049,2237.050049,6565515
2020-10-13,2230.600098,2285.750000,2225.850098,2280.699951,2280.699951,10666190
2020-10-14,2278.899902,2304.000000,2268.500000,2287.500000,2287.500000,12341434
2020-10-15,2290.000000,2290.000000,2195.000000,2206.500000,2206.500000,9246702
2020-10-16,2215.000000,2232.500000,2172.649902,2175.800049,2175.800049,9960828
2020-10-19,2190.050049,2228.699951,2155.149902,2176.199951,2176.199951,14398973
2020-10-20,2179.000000,2193.000000,2152.250000,2155.899902,2155.899902,8529573
2020-10-21,2168.000000,2192.000000,2097.750000,2124.600098,2124.600098,15728986
2020-10-22,2127.399902,2132.500000,2091.000000,2106.949951,2106.949951,14215215
2020-10-23,2106.000000,2135.000000,2096.399902,2113.050049,2113.050049,10809307
2020-10-26,2101.949951,2101.949951,2018.500000,2029.099976,2029.099976,17225212
2020-10-27,2034.900024,2059.850098,2005.000000,2034.500000,2034.500000,16835005
2020-10-28,2041.800049,2057.699951,2007.400024,2011.449951,2011.449951,13809929
2020-10-29,1997.000000,2042.000000,1991.000000,2026.900024,2026.900024,14147418
2020-10-30,2033.500000,2065.100098,2021.800049,2054.500000,2054.500000,15700946
2020-11-02,2027.000000,2027.000000,1859.150024,1877.449951,1877.449951,45857806
2020-11-03,1890.000000,1909.000000,1835.099976,1850.400024,1850.400024,40931170
2020-11-04,1837.000000,1929.000000,1837.000000,1913.199951,1913.199951,37003111
2020-11-05,1954.949951,1960.949951,1932.000000,1955.000000,1955.000000,17170274
2020-11-06,1990.000000,2040.000000,1978.150024,2029.150024,2029.150024,30770080
2020-11-09,2062.100098,2069.000000,2036.000000,2050.699951,2050.699951,16539467
2020-11-10,2077.000000,2090.000000,2041.199951,2084.550049,2084.550049,17045147
2020-11-11,2089.000000,2095.000000,1978.099976,1997.199951,1997.199951,26178477
2020-11-12,1981.000000,2008.449951,1965.000000,1980.000000,1980.000000,18481466
2020-11-13,1982.000000,2036.650024,1981.750000,1996.400024,1996.400024,20946864
2020-11-14,null,null,null,null,null,null
2020-11-17,2085.000000,2085.000000,1985.000000,1993.250000,1993.250000,21479385
2020-11-18,1993.250000,2006.500000,1960.099976,1987.199951,1987.199951,14030652
2020-11-19,1987.199951,2010.449951,1968.199951,1973.150024,1973.150024,12828008
2020-11-20,1975.000000,1983.800049,1895.000000,1899.500000,1899.500000,26522972
2020-11-23,1951.000000,1970.000000,1926.250000,1950.699951,1950.699951,20918665
2020-11-24,1964.000000,1974.000000,1932.000000,1964.050049,1964.050049,14277083
2020-11-25,1980.000000,1992.949951,1942.199951,1947.800049,1947.800049,15062376
2020-11-26,1953.050049,1965.000000,1930.050049,1952.599976,1952.599976,11924527
2020-11-27,1940.500000,1956.099976,1921.400024,1929.800049,1929.800049,21845931
2020-12-01,1940.349976,1966.250000,1930.050049,1954.900024,1954.900024,9114939
2020-12-02,1958.500000,1962.000000,1935.000000,1958.150024,1958.150024,10240168
2020-12-03,1972.000000,1981.099976,1958.650024,1964.050049,1964.050049,12822945
2020-12-04,1969.000000,1969.000000,1940.000000,1946.750000,1946.750000,8521388
2020-12-07,1940.599976,1965.000000,1940.599976,1958.199951,1958.199951,8418767
2020-12-08,1961.150024,2014.250000,1950.000000,1993.750000,1993.750000,20030506
2020-12-09,2009.949951,2033.800049,1999.250000,2026.949951,2026.949951,13464375
2020-12-10,2021.599976,2028.500000,2001.000000,2007.000000,2007.000000,7414229
2020-12-11,2013.000000,2038.000000,1974.250000,2005.800049,2005.800049,12434745
2020-12-14,2007.949951,2015.000000,1986.349976,1991.300049,1991.300049,7989830
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1974.349976,8561406
2020-12-16,1988.000000,1994.949951,1965.699951,1976.550049,1976.550049,8565904
2020-12-17,1984.500000,2005.000000,1977.150024,1985.599976,1985.599976,9346460
2020-12-18,1980.099976,2004.900024,1965.000000,1991.550049,1991.550049,8522215
2020-12-21,2010.000000,2022.000000,1855.250000,1939.699951,1939.699951,20368545
2020-12-22,1949.000000,1958.900024,1888.449951,1936.699951,1936.699951,12986606
2020-12-23,1930.000000,1951.449951,1920.650024,1943.849976,1943.849976,8999898
2020-12-24,1947.000000,1998.800049,1945.900024,1994.150024,1994.150024,9588577
2020-12-28,2006.699951,2018.000000,1995.300049,2003.300049,2003.300049,7947719
2020-12-29,2009.000000,2012.300049,1982.550049,1990.050049,1990.050049,8589407
2020-12-30,1995.250000,2007.199951,1975.550049,1995.500000,1995.500000,10173132
2020-12-31,1993.500000,2011.900024,1978.599976,1985.300049,1985.300049,8667516
2021-01-01,1988.000000,1997.000000,1982.000000,1987.500000,1987.500000,4622002
2021-01-04,1995.099976,1998.900024,1968.000000,1990.849976,1990.849976,11312992
2021-01-05,1969.000000,1983.599976,1956.000000,1966.099976,1966.099976,11132803
2021-01-06,1965.900024,1966.000000,1905.150024,1914.250000,1914.250000,21414270
2021-01-07,1920.500000,1945.000000,1905.150024,1911.150024,1911.150024,14918406
2021-01-08,1918.000000,1938.400024,1912.099976,1933.699951,1933.699951,12709792
2021-01-11,1938.800049,1938.800049,1892.500000,1897.250000,1897.250000,15371556
2021-01-12,1903.000000,1960.000000,1899.900024,1957.050049,1957.050049,18996047
2021-01-13,1963.550049,1974.949951,1918.449951,1938.800049,1938.800049,12284876
2021-01-14,1945.000000,1966.900024,1939.050049,1960.599976,1960.599976,9946818
2021-01-15,1960.599976,1973.800049,1920.050049,1937.449951,1937.449951,9503790
2021-01-18,1949.099976,1997.000000,1923.349976,1983.949951,1983.949951,16198856
2021-01-19,1994.650024,2031.000000,1994.650024,2016.400024,2016.400024,14771048
2021-01-20,2021.400024,2058.000000,2001.400024,2054.699951,2054.699951,14271669
2021-01-21,2082.000000,2120.000000,2075.000000,2099.399902,2099.399902,18038987
2021-01-22,2111.000000,2115.350098,2035.150024,2049.600098,2049.600098,14090818
2021-01-25,2034.949951,2034.949951,1932.000000,1941.000000,1941.000000,25016570
2021-01-27,1925.000000,1925.000000,1888.000000,1895.000000,1895.000000,19553809
2021-01-28,1880.150024,1923.300049,1870.000000,1876.550049,1876.550049,15722291
2021-01-29,1894.300049,1913.099976,1830.000000,1841.949951,1841.949951,20173258
2021-02-01,1859.400024,1905.000000,1848.000000,1895.300049,1895.300049,15774504
2021-02-02,1914.250000,1940.000000,1854.949951,1925.800049,1925.800049,19138414
2021-02-03,1928.300049,1952.000000,1900.000000,1930.650024,1930.650024,13984228
2021-02-04,1924.000000,1940.000000,1905.000000,1924.300049,1924.300049,11826848
2021-02-05,1930.050049,1944.650024,1920.000000,1923.750000,1923.750000,9344470
2021-02-08,1933.050049,1969.000000,1929.050049,1951.449951,1951.449951,9776136
2021-02-09,1961.949951,1989.599976,1952.300049,1956.150024,1956.150024,9047308
2021-02-10,1953.750000,1984.750000,1927.300049,1974.300049,1974.300049,9799560
2021-02-11,1980.000000,2064.199951,1972.250000,2055.699951,2055.699951,19631870
2021-02-12,2055.500000,2078.000000,2015.400024,2041.599976,2041.599976,14074374
2021-02-15,2048.050049,2061.300049,2025.000000,2032.599976,2032.599976,7287590
2021-02-16,2039.750000,2079.399902,2035.000000,2059.500000,2059.500000,9886093
2021-02-17,2060.000000,2095.949951,2050.600098,2083.250000,2083.250000,10957388
2021-02-18,2085.000000,2108.399902,2059.100098,2067.699951,2067.699951,8605531
2021-02-19,2057.000000,2104.949951,2053.300049,2080.300049,2080.300049,10800704
2021-02-22,2080.000000,2089.899902,1994.949951,2008.099976,2008.099976,10985697
2021-02-23,2048.000000,2052.899902,2013.599976,2023.449951,2023.449951,11834752
2021-02-24,2030.000000,2065.250000,2026.150024,2061.000000,2061.000000,4987735
2021-02-25,2076.000000,2152.000000,2073.000000,2144.350098,2144.350098,16085897
2021-02-26,2117.000000,2133.899902,2070.699951,2085.800049,2085.800049,17297575
2021-03-01,2110.199951,2112.000000,2062.500000,2101.699951,2101.699951,8159670
2021-03-02,2122.000000,2130.000000,2089.100098,2106.000000,2106.000000,7915073
2021-03-03,2121.050049,2219.899902,2107.199951,2202.100098,2202.100098,14733134
2021-03-04,2180.000000,2189.949951,2157.699951,2175.850098,2175.850098,9892597
2021-03-05,2156.000000,2211.949951,2153.050049,2178.699951,2178.699951,11773630
2021-03-08,2168.500000,2231.899902,2168.000000,2191.100098,2191.100098,9002404
2021-03-09,2200.000000,2213.800049,2146.600098,2191.050049,2191.050049,6993792
2021-03-10,2207.000000,2215.100098,2170.250000,2181.949951,2181.949951,5316182
2021-03-12,2195.000000,2206.399902,2123.899902,2137.600098,2137.600098,7783173
2021-03-15,2140.050049,2148.899902,2080.500000,2108.899902,2108.899902,7706170
2021-03-16,2114.000000,2126.000000,2095.500000,2100.600098,2100.600098,6402757
2021-03-17,2098.050049,2103.000000,2035.099976,2055.350098,2055.350098,8865521
2021-03-18,2072.899902,2084.800049,2001.000000,2009.099976,2009.099976,9528809
2021-03-19,1991.000000,2095.850098,1982.800049,2082.000000,2082.000000,19284892
2021-03-22,2071.000000,2074.000000,2033.199951,2062.399902,2062.399902,8571196
2021-03-23,2061.949951,2109.699951,2056.000000,2087.500000,2087.500000,8039865
2021-03-24,2079.750000,2079.750000,2040.400024,2047.300049,2047.300049,7763726
2021-03-25,2054.000000,2054.000000,1985.000000,1991.449951,1991.449951,10153757
2021-03-26,2012.000000,2013.699951,1973.699951,1994.650024,1994.650024,9313160
2021-03-30,2008.000000,2048.899902,1991.550049,2029.300049,2029.300049,9433842
2021-03-31,2018.000000,2049.899902,1999.000000,2003.099976,2003.099976,7499740
2021-04-01,2018.000000,2030.000000,2003.150024,2021.849976,2021.849976,5410307
2021-04-05,2024.949951,2025.000000,1962.099976,1992.599976,1992.599976,6864856
2021-04-06,2004.000000,2004.949951,1969.000000,1984.300049,1984.300049,6465241
2021-04-07,2000.000000,2046.900024,1993.300049,2002.849976,2002.849976,11198918
2021-04-08,2011.000000,2022.000000,1993.000000,2005.349976,2005.349976,7092878
2021-04-09,1998.449951,2006.349976,1980.000000,1982.050049,1982.050049,6478482
2021-04-12,1959.000000,1961.400024,1900.250000,1911.150024,1911.150024,9646031
2021-04-13,1924.000000,1940.599976,1917.849976,1931.800049,1931.800049,8958261
2021-04-15,1926.300049,1961.000000,1913.000000,1944.300049,1944.300049,9102492
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1932.099976,7225679
2021-04-19,1904.000000,1916.400024,1890.000000,1901.699951,1901.699951,8527967
2021-04-20,1910.500000,1919.000000,1890.449951,1901.150024,1901.150024,7939490
2021-04-22,1892.250000,1914.449951,1876.699951,1906.400024,1906.400024,6687573
2021-04-23,1906.000000,1918.900024,1895.349976,1904.349976,1904.349976,5459016
2021-04-26,1920.000000,1962.000000,1911.500000,1937.849976,1937.849976,9620785
2021-04-27,1940.000000,1997.199951,1938.250000,1988.650024,1988.650024,9226547
2021-04-28,1997.849976,2008.000000,1980.150024,1997.300049,1997.300049,7902002
2021-04-29,2022.900024,2044.500000,2007.300049,2024.050049,2024.050049,8035915
2021-04-30,2008.500000,2036.000000,1987.550049,1994.500000,1994.500000,9150974
